age,gender,nationality,current_city,travel_style,budget_level,preferred_region,preferred_cuisine,travel_with,transport_preference,accommodation_type,budget_avg,is_group,travel_intensity,city
42,female,other,Sousse,relaxation,low,coastal,american,family,plane,hostel,40.0,0,medium,Mahdia
37,male,other,Mahdia,cultural,medium,north,middle_eastern,family,plane,hostel,128.0,1,medium,Tunis
25,male,tunisian,Gafsa,beaches,high,desert,asian,couple,public,hostel,182.0,0,high,Kebili
73,male,arab,Zaghouan,beaches,low,north,tunisian,solo,public,hostel,203.8,0,low,Bizerte
33,male,other,Medenine,beaches,high,south,european,couple,car,hotel,60.3,0,medium,Gabes
38,male,arab,Tozeur,party,medium,inland,african,family,car,resort,161.8,1,low,Sidi Bouzid
28,male,arab,Sousse,nature,medium,inland,mediterranean,friends,plane,resort,97.8,0,medium,Siliana
68,female,arab,Gabes,nature,high,inland,american,family,car,hotel,110.0,0,low,Siliana
49,male,other,Nabeul,relaxation,medium,coastal,middle_eastern,friends,car,resort,178.2,0,high,Mahdia
38,female,arab,Kasserine,cultural,low,coastal,european,solo,plane,resort,209.4,1,high,Monastir
37,male,arab,Mahdia,nature,low,south,middle_eastern,solo,plane,hotel,98.4,1,medium,Kebili
18,male,other,Mahdia,luxury,high,inland,tunisian,couple,car,hotel,300.7,0,medium,Le Kef
43,female,european,Medenine,luxury,medium,desert,indian,solo,car,airbnb,81.6,0,medium,Tozeur
44,female,european,Medenine,luxury,medium,coastal,asian,couple,plane,hotel,189.4,1,high,Tunis
36,male,other,Nabeul,nature,high,south,mediterranean,couple,car,airbnb,76.1,0,low,Kebili
33,female,african,Sfax,nature,high,coastal,indian,friends,plane,airbnb,217.9,0,low,Mahdia
49,male,european,Sousse,luxury,low,inland,european,family,car,hotel,213.5,0,low,Le Kef
51,male,arab,Tunis,luxury,medium,desert,middle_eastern,friends,car,resort,152.4,0,low,Tozeur
48,male,african,Nabeul,relaxation,high,desert,tunisian,friends,car,hostel,40.0,1,low,Kebili
28,female,other,Kairouan,beaches,medium,inland,african,family,plane,resort,302.0,1,low,Sfax
33,male,other,Nabeul,nature,low,north,european,friends,plane,resort,40.0,1,low,Jendouba
18,male,african,Nabeul,cultural,high,north,mediterranean,friends,car,airbnb,75.1,0,high,Tunis
56,male,arab,Tataouine,beaches,low,coastal,european,friends,plane,hostel,165.3,1,low,Sousse
34,female,arab,Kebili,party,high,desert,european,solo,plane,hostel,187.0,0,medium,Tozeur
36,male,other,Tataouine,relaxation,high,coastal,indian,solo,plane,airbnb,177.6,0,high,Mahdia
29,male,other,Kebili,nature,high,inland,middle_eastern,family,plane,hostel,67.7,1,high,Siliana
23,male,european,Sousse,party,low,north,tunisian,solo,public,resort,95.1,1,medium,Ben Arous
47,male,african,Medenine,relaxation,medium,inland,mediterranean,solo,public,hostel,129.3,1,high,Kasserine
18,male,african,Kebili,party,low,inland,indian,family,plane,hotel,293.7,1,high,Sidi Bouzid
27,female,other,Kasserine,nature,medium,desert,tunisian,friends,plane,hostel,156.9,0,medium,Kebili
61,male,european,Sfax,party,high,north,asian,friends,plane,airbnb,152.3,1,low,Ben Arous
34,female,tunisian,Tunis,luxury,high,north,indian,friends,public,hotel,115.3,0,high,Manouba
37,male,other,Bizerte,nature,low,south,middle_eastern,couple,car,resort,83.0,0,high,Kebili
42,male,other,Tataouine,nature,high,inland,middle_eastern,family,plane,hotel,195.5,0,high,Siliana
36,male,african,Ariana,beaches,low,south,european,family,plane,airbnb,256.1,1,low,Gabes
43,female,arab,Tataouine,beaches,low,inland,indian,friends,car,airbnb,82.3,0,medium,Sfax
48,male,african,Le Kef,cultural,medium,south,tunisian,couple,car,hotel,204.8,0,medium,Medenine
18,male,african,Nabeul,nature,medium,south,asian,solo,car,hotel,79.7,0,high,Kebili
47,male,tunisian,Tozeur,relaxation,medium,inland,tunisian,friends,plane,hostel,129.6,0,low,Kasserine
24,female,tunisian,Siliana,cultural,medium,inland,african,friends,plane,airbnb,40.0,1,low,Kairouan
22,male,tunisian,Bizerte,beaches,medium,coastal,american,friends,car,hostel,168.9,1,medium,Sousse
48,female,arab,Mahdia,luxury,medium,coastal,tunisian,family,plane,hostel,170.3,0,low,Nabeul
59,female,european,Gabes,nature,low,coastal,middle_eastern,couple,car,hostel,117.3,1,medium,Mahdia
49,female,european,Gabes,party,medium,north,mediterranean,family,plane,hotel,174.8,0,low,Ben Arous
58,female,european,Beja,luxury,high,south,middle_eastern,solo,public,resort,218.3,0,high,Gabes
45,female,other,Ariana,beaches,high,south,middle_eastern,solo,car,airbnb,165.9,0,low,Gabes
35,female,other,Siliana,beaches,low,desert,european,friends,public,airbnb,168.6,1,low,Kebili
51,male,other,Zaghouan,nature,medium,coastal,middle_eastern,solo,public,resort,271.1,0,low,Mahdia
27,male,other,Tunis,nature,low,inland,african,friends,plane,hostel,158.4,1,medium,Siliana
46,male,tunisian,Sfax,party,medium,inland,indian,couple,plane,airbnb,249.7,1,medium,Sidi Bouzid
36,male,european,Kairouan,luxury,high,desert,african,solo,public,hotel,91.8,1,high,Tozeur
35,female,european,Nabeul,adventure,low,desert,indian,couple,plane,airbnb,179.0,0,low,Tozeur
24,male,tunisian,Mahdia,party,high,south,african,solo,public,hotel,311.3,0,low,Sfax
34,female,african,Nabeul,luxury,high,south,tunisian,couple,car,hostel,255.6,1,medium,Gabes
60,male,other,Mahdia,nature,low,north,middle_eastern,family,car,airbnb,145.7,1,low,Jendouba
46,female,tunisian,Tataouine,nature,high,north,african,solo,plane,hostel,141.0,0,low,Jendouba
67,male,european,Ariana,relaxation,low,inland,middle_eastern,solo,public,hostel,292.9,1,high,Kasserine
33,male,arab,Tataouine,beaches,medium,desert,american,friends,plane,hostel,40.0,1,medium,Kebili
46,female,african,Zaghouan,adventure,low,north,tunisian,solo,plane,hostel,63.3,1,low,Beja
36,female,african,Zaghouan,adventure,low,inland,african,friends,car,resort,109.0,0,high,Medenine
42,male,african,Kairouan,nature,high,south,african,friends,plane,airbnb,280.7,1,high,Kebili
37,male,african,Manouba,relaxation,low,inland,middle_eastern,friends,plane,airbnb,135.4,0,high,Kasserine
76,male,arab,Kairouan,luxury,medium,north,american,solo,car,resort,61.4,0,medium,Manouba
33,male,other,Siliana,relaxation,high,desert,indian,friends,plane,hotel,81.8,0,high,Kebili
37,male,european,Tozeur,relaxation,low,south,african,solo,public,airbnb,53.0,0,high,Gabes
33,female,other,Gabes,adventure,low,inland,asian,couple,public,hotel,214.5,1,high,Gafsa
34,male,arab,Ariana,beaches,medium,inland,european,family,car,hostel,137.9,0,high,Sfax
51,male,tunisian,Tataouine,nature,medium,south,asian,family,plane,resort,199.0,1,low,Kebili
45,female,tunisian,Sousse,relaxation,high,south,european,family,plane,hotel,126.3,1,low,Gabes
54,male,arab,Le Kef,adventure,medium,inland,african,couple,plane,hostel,52.2,0,high,Gafsa
34,male,african,Kasserine,nature,high,desert,african,friends,public,hostel,274.5,1,low,Kebili
22,male,european,Zaghouan,relaxation,low,north,african,friends,car,hostel,160.7,1,low,Ariana
36,female,european,Ben Arous,luxury,medium,desert,indian,friends,public,airbnb,266.2,1,medium,Tozeur
31,female,african,Siliana,adventure,low,desert,middle_eastern,couple,public,hotel,267.7,0,high,Tozeur
49,female,other,Beja,beaches,medium,south,european,solo,car,resort,67.4,1,medium,Gabes
33,male,african,Ariana,luxury,low,north,american,friends,plane,hostel,40.0,0,low,Manouba
34,male,tunisian,Le Kef,party,medium,inland,african,solo,public,resort,193.0,0,low,Sidi Bouzid
33,female,arab,Sousse,adventure,low,south,middle_eastern,friends,car,hostel,100.8,1,high,Tataouine
31,male,arab,Ben Arous,relaxation,low,north,middle_eastern,solo,car,hotel,144.1,1,medium,Ariana
41,male,european,Tunis,adventure,medium,inland,american,family,plane,hostel,255.2,1,medium,Gafsa
22,female,other,Sousse,party,high,coastal,american,couple,car,resort,143.6,1,high,Zaghouan
62,male,european,Siliana,nature,high,desert,african,couple,plane,resort,40.0,1,high,Kebili
39,female,tunisian,Mahdia,beaches,low,coastal,middle_eastern,friends,car,resort,40.0,0,low,Sousse
23,male,african,Beja,beaches,medium,south,asian,couple,public,airbnb,179.9,1,low,Gabes
48,female,tunisian,Jendouba,nature,medium,south,european,family,public,hotel,162.6,0,high,Kebili
18,male,african,Sousse,luxury,low,inland,asian,couple,car,resort,160.3,0,medium,Le Kef
43,female,african,Sousse,nature,medium,desert,indian,couple,car,resort,285.8,0,medium,Kebili
33,male,tunisian,Sfax,cultural,high,coastal,african,solo,plane,resort,222.4,1,medium,Monastir
22,female,other,Tozeur,relaxation,medium,south,tunisian,family,car,hotel,176.8,0,medium,Gabes
76,male,african,Jendouba,luxury,high,south,european,friends,public,hostel,174.8,1,high,Gabes
49,male,european,Kasserine,party,low,coastal,middle_eastern,couple,plane,hotel,256.4,1,high,Zaghouan
23,male,tunisian,Mahdia,adventure,high,south,middle_eastern,couple,plane,airbnb,100.1,1,medium,Tataouine
44,male,tunisian,Tunis,luxury,medium,north,american,couple,car,hotel,150.4,0,low,Manouba
29,female,arab,Gafsa,party,high,south,mediterranean,friends,car,resort,249.5,0,low,Sfax
35,female,tunisian,Tunis,nature,high,north,mediterranean,family,car,resort,320.6,1,medium,Jendouba
24,female,european,Kebili,luxury,low,desert,indian,solo,public,hostel,76.9,1,medium,Tozeur
30,male,african,Sfax,luxury,medium,desert,american,family,public,hotel,276.3,1,medium,Tozeur
35,female,european,Tataouine,adventure,medium,desert,american,family,car,resort,204.0,1,high,Tozeur
53,male,arab,Sousse,relaxation,low,south,middle_eastern,solo,public,airbnb,71.9,0,low,Gabes
53,male,african,Tunis,party,medium,inland,middle_eastern,solo,car,hotel,255.6,1,high,Sidi Bouzid
39,female,african,Zaghouan,adventure,low,inland,european,couple,plane,hotel,86.6,1,low,Tataouine
50,female,european,Kebili,beaches,medium,north,african,solo,car,hotel,110.4,0,high,Bizerte
60,male,other,Sousse,nature,low,north,african,friends,plane,airbnb,309.5,0,low,Jendouba
77,male,european,Sfax,adventure,low,desert,mediterranean,solo,car,airbnb,103.3,1,high,Tozeur
32,male,european,Nabeul,adventure,low,coastal,asian,couple,public,hostel,189.0,0,high,Sfax
51,female,tunisian,Zaghouan,beaches,low,coastal,mediterranean,couple,plane,hotel,178.3,1,low,Sousse
42,female,other,Manouba,nature,high,desert,mediterranean,friends,plane,hostel,110.9,0,medium,Kebili
32,female,other,Medenine,beaches,low,coastal,european,family,public,resort,178.3,1,low,Sousse
22,male,european,Sidi Bouzid,adventure,medium,north,indian,solo,car,resort,125.7,0,high,Beja
36,male,tunisian,Sidi Bouzid,cultural,low,north,european,couple,car,hotel,319.6,1,low,Tunis
27,female,african,Medenine,nature,medium,south,american,solo,plane,hostel,275.2,1,medium,Kebili
21,male,arab,Tataouine,beaches,low,south,european,solo,public,hotel,40.0,0,low,Gabes
53,female,african,Sousse,relaxation,high,south,tunisian,couple,plane,hostel,193.7,1,low,Gabes
36,male,european,Siliana,nature,medium,south,european,couple,car,resort,165.3,0,high,Kebili
40,female,tunisian,Mahdia,nature,medium,north,african,solo,plane,hostel,222.8,0,low,Jendouba
21,male,other,Sidi Bouzid,relaxation,medium,inland,african,couple,plane,resort,184.2,0,low,Kasserine
38,female,arab,Manouba,nature,medium,desert,middle_eastern,family,plane,airbnb,237.6,0,high,Kebili
31,male,tunisian,Tozeur,beaches,medium,desert,middle_eastern,couple,public,hostel,137.2,1,high,Kebili
39,female,arab,Le Kef,beaches,high,north,tunisian,family,plane,resort,245.6,1,medium,Bizerte
49,male,european,Bizerte,party,medium,north,asian,couple,public,hotel,175.5,1,low,Ben Arous
33,male,european,Ben Arous,luxury,low,north,african,family,plane,airbnb,156.5,1,low,Manouba
55,male,european,Mahdia,beaches,high,north,african,couple,plane,hostel,209.4,0,low,Bizerte
28,female,arab,Monastir,luxury,low,north,middle_eastern,friends,plane,hotel,278.6,1,medium,Manouba
33,male,arab,Bizerte,party,medium,desert,european,friends,plane,airbnb,160.0,1,low,Tozeur
27,male,african,Tunis,party,high,inland,african,family,plane,airbnb,210.5,0,high,Sidi Bouzid
26,female,tunisian,Sfax,nature,medium,coastal,middle_eastern,friends,car,resort,243.9,1,high,Mahdia
30,female,european,Tozeur,party,low,south,european,family,plane,hotel,281.0,1,high,Sfax
34,female,african,Jendouba,adventure,high,desert,mediterranean,friends,plane,airbnb,150.8,1,low,Tozeur
60,female,arab,Kebili,cultural,high,inland,african,couple,plane,hostel,189.2,0,medium,Kairouan
34,male,other,Siliana,cultural,high,north,african,couple,plane,airbnb,306.0,1,medium,Tunis
40,female,tunisian,Tataouine,party,high,south,american,friends,car,hostel,169.8,0,medium,Sfax
44,female,european,Tataouine,beaches,medium,inland,indian,family,plane,airbnb,231.4,0,high,Sfax
66,female,other,Tunis,beaches,low,south,african,friends,plane,hotel,111.5,0,high,Gabes
39,male,other,Kebili,adventure,low,desert,african,family,public,hostel,93.6,1,low,Tozeur
46,male,other,Sidi Bouzid,cultural,low,inland,middle_eastern,couple,public,airbnb,40.0,0,low,Kairouan
48,female,other,Monastir,relaxation,medium,inland,asian,friends,plane,hotel,354.5,1,high,Kasserine
39,male,european,Tataouine,party,medium,north,mediterranean,family,plane,resort,127.4,1,high,Ben Arous
35,male,tunisian,Gabes,party,low,south,mediterranean,solo,public,hotel,246.6,1,low,Sfax
38,female,tunisian,Tataouine,nature,high,coastal,tunisian,friends,public,airbnb,84.2,1,low,Mahdia
22,male,arab,Siliana,beaches,medium,south,african,friends,public,hotel,182.5,0,low,Gabes
24,female,arab,Tataouine,cultural,low,coastal,mediterranean,solo,plane,resort,225.2,0,low,Monastir
66,male,european,Kairouan,party,low,coastal,asian,family,plane,resort,152.3,1,high,Zaghouan
56,male,european,Tozeur,relaxation,high,desert,middle_eastern,solo,plane,hotel,423.0,1,low,Sfax
40,female,european,Sidi Bouzid,adventure,low,south,tunisian,friends,plane,hostel,184.3,0,high,Tataouine
26,female,african,Sousse,nature,medium,desert,middle_eastern,friends,public,airbnb,193.9,0,high,Kebili
27,female,european,Gabes,relaxation,medium,inland,american,friends,public,hostel,199.9,1,low,Kasserine
56,female,other,Nabeul,adventure,medium,desert,african,friends,public,airbnb,40.0,0,low,Tozeur
47,female,tunisian,Monastir,beaches,medium,coastal,asian,couple,car,resort,86.2,1,low,Sousse
30,male,arab,Nabeul,beaches,low,desert,tunisian,friends,public,hotel,215.2,1,high,Kebili
24,female,african,Sousse,luxury,medium,south,american,solo,car,airbnb,123.2,0,high,Gabes
45,female,european,Sousse,party,medium,desert,european,couple,car,hostel,441.0,0,medium,Tozeur
45,male,arab,Beja,relaxation,high,coastal,indian,couple,car,hostel,233.1,0,high,Mahdia
43,female,european,Beja,relaxation,high,north,tunisian,family,car,resort,150.7,1,medium,Bizerte
40,female,arab,Gafsa,party,low,desert,european,family,public,hostel,122.8,1,high,Tozeur
57,female,african,Medenine,luxury,low,south,mediterranean,family,plane,hotel,123.4,1,medium,Gabes
26,male,african,Tataouine,cultural,high,inland,african,family,plane,resort,258.5,0,low,Kairouan
18,female,european,Sousse,cultural,low,inland,european,couple,plane,hostel,40.0,1,low,Kairouan
53,female,african,Ben Arous,party,low,desert,european,solo,car,hostel,105.9,0,high,Tozeur
30,male,tunisian,Mahdia,beaches,low,north,american,friends,public,airbnb,40.0,0,low,Bizerte
56,male,european,Le Kef,party,high,desert,asian,solo,public,hostel,153.7,1,low,Tozeur
31,male,arab,Monastir,beaches,high,desert,american,solo,plane,hotel,150.0,0,low,Kebili
45,female,arab,Gabes,adventure,medium,inland,asian,couple,plane,hostel,290.1,1,medium,Gafsa
42,male,other,Tataouine,cultural,high,inland,tunisian,couple,plane,airbnb,88.2,1,medium,Kairouan
39,male,arab,Kasserine,adventure,medium,north,indian,couple,car,hotel,120.8,0,low,Beja
42,female,european,Beja,party,medium,coastal,middle_eastern,family,plane,hostel,101.4,0,high,Zaghouan
45,male,other,Le Kef,luxury,medium,desert,european,solo,public,hostel,46.5,0,low,Tozeur
28,male,european,Tozeur,party,high,north,indian,couple,plane,resort,350.2,1,medium,Ben Arous
46,female,european,Kasserine,nature,medium,desert,american,family,car,hostel,40.0,0,medium,Kebili
48,female,european,Kebili,cultural,high,inland,mediterranean,solo,public,airbnb,40.0,1,medium,Kairouan
21,male,african,Monastir,luxury,low,coastal,indian,solo,plane,airbnb,159.1,1,low,Nabeul
18,female,other,Jendouba,beaches,medium,desert,african,friends,public,hotel,133.0,0,high,Kebili
47,female,african,Beja,cultural,low,desert,asian,family,plane,resort,173.3,1,high,Tozeur
50,female,other,Sidi Bouzid,relaxation,high,desert,asian,family,public,resort,127.9,0,medium,Kebili
50,male,other,Gafsa,cultural,low,north,middle_eastern,solo,plane,airbnb,173.2,1,medium,Tunis
35,female,arab,Kairouan,cultural,medium,south,african,friends,public,hotel,143.7,1,medium,Medenine
51,male,european,Beja,luxury,high,desert,mediterranean,solo,public,hotel,307.8,0,low,Tozeur
32,male,african,Nabeul,cultural,high,south,mediterranean,solo,car,airbnb,272.5,0,low,Medenine
46,male,european,Sidi Bouzid,adventure,low,coastal,american,family,plane,hotel,231.1,1,low,Sfax
51,female,tunisian,Gabes,adventure,low,coastal,african,family,public,hotel,208.0,0,high,Sfax
49,female,other,Kebili,cultural,high,desert,mediterranean,couple,public,airbnb,103.2,0,low,Tozeur
22,female,other,Nabeul,luxury,high,south,mediterranean,friends,plane,hostel,171.9,1,low,Gabes
32,female,arab,Nabeul,relaxation,high,inland,tunisian,friends,plane,hotel,184.3,0,high,Kasserine
23,female,arab,Tataouine,cultural,high,inland,middle_eastern,couple,car,airbnb,40.0,0,low,Kairouan
26,female,european,Zaghouan,luxury,medium,desert,american,friends,car,hostel,137.3,0,medium,Tozeur
25,male,arab,Manouba,party,low,coastal,tunisian,friends,plane,airbnb,204.9,0,low,Zaghouan
34,male,tunisian,Bizerte,relaxation,high,north,mediterranean,solo,plane,resort,40.0,0,high,Ariana
44,male,african,Gafsa,nature,high,desert,indian,couple,car,hostel,316.6,1,low,Kebili
31,female,tunisian,Ariana,nature,high,south,mediterranean,friends,plane,hotel,223.9,0,medium,Kebili
39,female,european,Tozeur,adventure,high,north,asian,family,car,hotel,320.5,1,medium,Beja
34,female,other,Mahdia,luxury,low,inland,tunisian,couple,public,hostel,224.9,1,high,Le Kef
31,female,other,Medenine,party,high,inland,tunisian,friends,car,hostel,240.7,0,medium,Sidi Bouzid
32,male,other,Sousse,party,low,south,african,couple,plane,airbnb,285.2,0,low,Sfax
18,male,european,Manouba,luxury,low,inland,european,family,public,hostel,47.0,1,medium,Le Kef
33,male,african,Tunis,luxury,low,desert,asian,solo,public,airbnb,40.0,1,high,Tozeur
54,female,european,Bizerte,beaches,high,south,asian,solo,car,hostel,268.8,1,medium,Gabes
29,male,other,Tataouine,nature,low,inland,asian,friends,public,hotel,213.4,1,low,Siliana
51,male,tunisian,Bizerte,beaches,low,inland,indian,couple,car,hotel,129.8,1,high,Sfax
53,male,arab,Ben Arous,cultural,high,south,tunisian,solo,plane,airbnb,40.0,1,high,Medenine
50,male,arab,Manouba,adventure,medium,north,american,couple,car,airbnb,111.4,0,high,Beja
53,male,african,Zaghouan,luxury,low,inland,european,family,plane,resort,276.8,0,low,Ben Arous
54,male,african,Beja,party,low,north,african,solo,public,hotel,113.6,0,high,Ben Arous
24,male,european,Sidi Bouzid,nature,high,coastal,african,solo,car,hotel,209.0,0,low,Mahdia
52,female,other,Gabes,adventure,high,north,tunisian,friends,car,airbnb,146.3,1,low,Beja
19,male,arab,Tozeur,party,medium,inland,indian,friends,public,airbnb,236.5,1,low,Sidi Bouzid
33,female,arab,Kasserine,party,medium,coastal,american,family,public,resort,113.5,0,low,Zaghouan
23,female,other,Le Kef,adventure,medium,north,european,family,public,airbnb,123.3,1,low,Beja
24,male,european,Sidi Bouzid,luxury,medium,south,asian,solo,plane,resort,130.0,1,high,Gabes
29,male,tunisian,Gabes,party,high,coastal,tunisian,friends,public,resort,40.0,1,low,Zaghouan
51,female,tunisian,Jendouba,cultural,high,coastal,asian,couple,car,hotel,40.8,0,medium,Monastir
55,female,tunisian,Monastir,party,low,north,asian,solo,public,airbnb,283.7,1,medium,Ben Arous
45,male,african,Kebili,cultural,low,coastal,mediterranean,friends,car,hotel,108.1,0,high,Monastir
39,male,arab,Le Kef,nature,medium,desert,indian,solo,car,hotel,40.0,1,low,Kebili
23,male,african,Ariana,party,high,desert,american,friends,plane,hotel,139.5,1,high,Tozeur
18,female,tunisian,Kasserine,cultural,high,desert,middle_eastern,friends,plane,airbnb,227.2,0,low,Tozeur
42,male,other,Kasserine,relaxation,low,coastal,european,solo,car,resort,281.1,1,low,Mahdia
18,female,african,Kasserine,luxury,low,north,african,couple,public,hostel,196.0,1,medium,Manouba
53,female,arab,Gafsa,luxury,medium,south,american,friends,car,hotel,141.9,0,high,Gabes
18,female,tunisian,Jendouba,relaxation,low,desert,middle_eastern,solo,plane,resort,275.1,0,high,Kebili
43,male,arab,Tataouine,luxury,medium,coastal,european,couple,car,airbnb,40.0,1,high,Nabeul
47,female,european,Siliana,luxury,high,south,tunisian,family,plane,airbnb,193.9,1,low,Gabes
48,male,other,Beja,nature,low,north,african,friends,public,hotel,148.2,0,low,Jendouba
39,male,other,Mahdia,party,low,south,tunisian,family,plane,resort,380.0,0,medium,Sfax
40,male,other,Bizerte,cultural,medium,desert,american,family,car,hotel,277.5,0,high,Tozeur
25,male,arab,Bizerte,party,medium,inland,indian,couple,public,hostel,206.0,1,medium,Sidi Bouzid
51,male,other,Medenine,luxury,low,coastal,african,solo,public,airbnb,196.7,0,high,Nabeul
50,male,arab,Tunis,luxury,medium,coastal,european,couple,plane,hotel,40.0,0,high,Nabeul
35,female,tunisian,Kasserine,adventure,low,coastal,mediterranean,family,public,hotel,306.5,1,medium,Sfax
44,female,tunisian,Sfax,cultural,high,desert,tunisian,solo,car,hostel,75.7,1,low,Tozeur
38,female,african,Tozeur,relaxation,high,desert,mediterranean,family,public,resort,142.2,1,high,Kebili
48,male,european,Mahdia,party,low,south,indian,couple,car,hostel,175.9,0,low,Sfax
64,male,arab,Medenine,party,low,north,american,friends,plane,hostel,40.0,1,low,Ben Arous
55,male,african,Manouba,party,medium,desert,european,couple,public,hostel,252.3,1,low,Tozeur
31,male,european,Ariana,beaches,high,coastal,asian,solo,plane,hostel,250.4,1,high,Sousse
69,male,other,Sidi Bouzid,luxury,low,inland,asian,friends,plane,airbnb,96.8,1,low,Le Kef
18,female,arab,Gafsa,luxury,low,coastal,indian,friends,public,hostel,68.4,1,medium,Nabeul
28,male,european,Kasserine,luxury,high,inland,african,friends,plane,hotel,260.7,0,medium,Le Kef
21,male,african,Le Kef,party,low,coastal,african,solo,public,resort,163.7,0,medium,Zaghouan
44,male,african,Kasserine,beaches,high,desert,african,family,car,resort,81.4,0,medium,Kebili
38,female,african,Le Kef,beaches,high,coastal,european,family,public,resort,115.0,1,low,Sousse
40,female,african,Sfax,relaxation,low,south,european,friends,car,hotel,162.4,1,medium,Gabes
22,male,tunisian,Siliana,cultural,low,north,middle_eastern,friends,public,resort,195.3,0,high,Tunis
45,male,european,Bizerte,cultural,high,south,african,friends,public,hotel,334.1,0,low,Medenine
45,male,african,Mahdia,adventure,medium,desert,middle_eastern,solo,plane,airbnb,172.8,0,low,Tozeur
37,female,european,Sidi Bouzid,relaxation,high,north,american,solo,public,airbnb,345.2,1,high,Ariana
51,female,other,Sidi Bouzid,beaches,low,north,asian,solo,public,airbnb,97.3,1,low,Bizerte
35,female,african,Kasserine,adventure,medium,coastal,asian,solo,car,hostel,40.0,1,low,Sfax
50,female,european,Kebili,adventure,high,desert,mediterranean,couple,plane,resort,99.1,0,low,Tozeur
58,female,arab,Beja,beaches,medium,south,african,family,plane,airbnb,248.2,0,high,Gabes
23,male,european,Tunis,nature,medium,north,american,solo,public,hotel,51.5,1,low,Jendouba
29,male,african,Jendouba,adventure,medium,north,indian,couple,plane,airbnb,146.3,0,medium,Beja
27,male,other,Kasserine,relaxation,medium,south,european,friends,public,airbnb,40.0,1,high,Gabes
45,female,other,Ben Arous,adventure,high,north,european,solo,public,resort,40.0,1,high,Beja
23,male,european,Kebili,party,high,inland,african,family,public,hotel,115.5,1,high,Sidi Bouzid
43,female,tunisian,Monastir,beaches,low,north,indian,family,public,hotel,113.5,0,high,Bizerte
58,female,arab,Monastir,relaxation,high,north,middle_eastern,friends,public,resort,176.3,0,low,Ariana
36,male,african,Tataouine,cultural,low,coastal,tunisian,friends,plane,hotel,318.2,0,medium,Monastir
52,male,arab,Beja,beaches,low,north,middle_eastern,family,car,hotel,148.2,0,high,Bizerte
57,female,other,Ariana,beaches,high,north,asian,couple,car,airbnb,48.6,0,high,Bizerte
31,male,african,Sfax,nature,medium,south,european,family,public,hostel,179.9,0,high,Kebili
52,male,african,Le Kef,beaches,high,north,american,solo,plane,resort,267.3,0,medium,Bizerte
25,female,other,Siliana,cultural,low,desert,american,couple,public,airbnb,179.3,0,high,Tozeur
26,female,arab,Le Kef,adventure,high,north,asian,family,public,airbnb,159.0,1,high,Tataouine
30,male,other,Tunis,party,low,inland,tunisian,couple,plane,airbnb,201.0,0,medium,Sidi Bouzid
18,male,european,Kasserine,nature,medium,inland,american,couple,public,airbnb,147.9,0,high,Siliana
49,male,african,Sidi Bouzid,cultural,medium,south,indian,friends,public,airbnb,98.4,0,high,Medenine
55,male,arab,Sousse,relaxation,medium,desert,european,friends,plane,hostel,185.2,1,high,Kebili
31,male,other,Tataouine,relaxation,medium,desert,asian,friends,public,hotel,186.6,1,medium,Kebili
30,male,tunisian,Manouba,beaches,medium,inland,european,family,car,resort,189.6,0,medium,Sfax
53,female,arab,Kasserine,luxury,low,south,asian,family,car,hotel,40.0,0,medium,Gabes
30,female,tunisian,Zaghouan,cultural,medium,inland,american,couple,public,airbnb,103.3,1,medium,Kairouan
63,female,european,Tozeur,nature,high,coastal,european,family,plane,hostel,131.8,1,high,Mahdia
48,male,tunisian,Siliana,cultural,high,desert,mediterranean,solo,plane,hostel,178.9,1,high,Tozeur
36,male,other,Tataouine,cultural,low,north,indian,couple,car,hostel,178.5,0,high,Tunis
23,male,tunisian,Ben Arous,nature,high,desert,american,solo,car,hotel,270.0,0,medium,Kebili
61,female,african,Kebili,relaxation,low,coastal,tunisian,couple,public,airbnb,189.1,0,low,Mahdia
25,male,arab,Ben Arous,luxury,high,north,middle_eastern,solo,plane,resort,123.6,0,high,Manouba
40,female,other,Gafsa,cultural,medium,south,mediterranean,friends,public,hostel,346.0,0,medium,Medenine
37,female,african,Tunis,nature,high,north,middle_eastern,family,car,hostel,230.1,1,medium,Jendouba
41,male,european,Tataouine,party,high,coastal,middle_eastern,friends,plane,hostel,280.6,1,medium,Zaghouan
67,male,european,Gabes,relaxation,medium,inland,middle_eastern,family,public,hostel,270.0,1,high,Kasserine
23,female,other,Tunis,nature,high,inland,european,solo,public,airbnb,234.8,0,medium,Siliana
18,female,european,Nabeul,relaxation,high,north,asian,family,plane,hostel,306.9,0,medium,Ariana
41,female,arab,Sidi Bouzid,nature,low,coastal,middle_eastern,family,public,hostel,187.2,1,low,Mahdia
52,male,tunisian,Jendouba,luxury,high,north,european,friends,public,airbnb,86.9,1,high,Manouba
19,female,african,Kairouan,relaxation,medium,inland,asian,family,plane,hostel,258.4,1,high,Kasserine
29,male,other,Le Kef,party,low,north,american,family,car,resort,82.0,1,medium,Ben Arous
39,male,arab,Le Kef,luxury,low,coastal,indian,solo,public,hostel,256.0,0,low,Nabeul
33,female,tunisian,Siliana,adventure,medium,coastal,mediterranean,friends,public,airbnb,40.0,0,medium,Sfax
32,female,other,Gafsa,adventure,high,desert,american,solo,public,hostel,112.7,1,medium,Tozeur
